RhythmScore,AudioLoudness,VocalContent,AcousticQuality,InstrumentalScore,LivePerformanceLikelihood,MoodScore,TrackDurationMs,Energy,BeatsPerMinute,Vocal_Balance,Energy_Density,Vibe_Score,Viral_Potential_Index
0.975,-12.550260406912578,0.0235,0.3581777469063153,0.0034243070016052343,0.2254963992321563,0.6518900215917685,264606.5510659566,0.765595353218951,117.10972304298011,0.0031497692802044744,0.2878935792638515,0.5520947715441458,0.46213647445114514
0.5133000749721092,-1.6168623830752895,0.024071851927927653,0.5136326348049571,1.07e-06,0.1764129636338688,0.28330904182559974,206351.87914186166,0.6134806701767406,148.83600051011888,-0.15058424468221035,0.09469955180150536,0.275487310362623,0.35631406659344034
0.636704218404476,-7.662864667809694,0.024491622435899005,0.13255728442692274,0.1661243125273679,0.15231467764733864,0.6284888733436975,290156.18045185413,0.8145309774918935,128.69875095798486,0.02134632931098272,0.03424445294544198,0.3573363946507097,0.41655747904320595
0.7671506565538377,-9.441019906641614,0.0667466842075741,0.332355526542302,0.19604036695252433,0.19968384247277707,0.5013197693557603,158079.70470538098,0.24211859021631904,72.91346555462873,-0.11799214600395683,0.023652323051454135,0.528508422767837,0.30511709834564166
0.6252583529331716,-1.6050623516544982,0.10182982588306273,0.16055464423149077,0.08659015419977323,0.027418812716613235,0.4198835650938695,257188.6274633445,0.5759308473473448,125.28374922853794,-0.21027746425222393,0.3336754897027966,0.6260947856763864,0.48379221083397306
0.4728236726531895,-1.4766128591152508,0.08655518873412556,5.36e-06,0.03075365010422792,0.18229008081250225,0.3797401787612711,228111.11795921388,0.4700937674868224,60.07766765241209,-0.20023025367628255,0.17387709945312885,0.009280761673633136,0.22785016130904417
0.46423272559034157,-12.889423308187762,0.13334144793041372,0.24375947379741306,0.34053040068610424,0.07107285524485585,0.5939598657966768,311772.5493329178,0.30342506978209743,133.10339409396443,-0.09924477726573161,0.15230654215440287,0.20565141570454792,0.20795020310004536
0.4241673757732627,-9.055359988074734,0.0950566904931302,0.14313295453120478,0.05936082404063362,0.02808997361265118,0.3477419414136126,232196.30069879425,0.24822183695978858,139.49209411864126,0.02400319906375478,0.19613293875627424,0.3293764573132746,0.20936036271469852
0.85352603315424,-1.4125245480434554,0.07493571523369634,0.4044633996598248,0.4200794908846163,0.12178825703318998,0.4357478503343743,263402.35494417825,0.06322798898814745,143.97409566122963,-0.28626731467377053,0.13435915452178798,0.4607723693240692,0.269280319811407
0.3604074202487876,-1.357,0.06012014993852473,0.24166535326928665,1.07e-06,0.02665897893756934,0.8145171022407434,266685.52335311874,0.22721141484599935,119.18481005039527,-0.4624975965420713,0.02070093441737375,0.30994728447630154,0.3267548237254267
0.5783164202509647,-1.357,0.0235,0.6664205905117667,0.01111901699052173,0.273908460952537,0.6470973269227677,218124.8454755507,0.43186303982353585,178.7136102746365,0.026449826210935536,0.4143832911656863,0.3004048882414869,0.2642287226860386
0.4818887050322842,-8.289977144804826,0.1214264457286424,5.36e-06,0.1616659850711894,0.09924080233310059,0.3897598557578112,277492.915259215,0.8162637925996943,117.79262673105283,-0.048639486210185115,0.11538845641876322,0.350116248640316,0.42282486029705907
0.7022209193040232,-5.6717792009730275,0.0850220203310025,5.36e-06,0.07279940764366893,0.24506330792671402,0.5031332594670825,306142.9680518769,0.6516994480949124,108.69306407204596,-0.2676355149267644,0.09333160947874788,0.5147819924171061,0.48855915865723576
0.6629246106830847,-14.290332775249876,0.08646869905623698,0.6305473758576146,0.04472570900376118,0.23836900186246235,0.440118297234973,333674.07018029527,0.5869222491733856,51.88000525432736,-0.02510571901736831,0.029476409604439674,0.32481704964388686,0.32664047029125587
0.6127652115121356,-2.929782281620827,0.12273680816648481,0.3723467110407636,0.11076885785871138,0.18774954938738578,0.0256,277964.25967332686,0.19897244436153474,152.41755840198667,-0.017814987968113462,0.1432171808281021,0.2772233790557296,0.17201303458647654
0.5730151460979214,-1.357,0.11165479105377259,0.38124682496926127,0.030490315096393585,0.0243,0.45040242270347286,312496.85230680264,0.8032751907749056,191.5146949072414,-0.04468108422561677,0.15048321834170547,0.6714433535510379,0.5295558157817651
0.5680288742006756,-5.695330223007479,0.1315056720044267,0.2774359415681036,0.31495278941533167,0.27245113857176245,0.5552120187122876,269591.82669223,0.5584860585070133,131.36949338283083,-0.20115483071591952,0.12743650521261007,0.42745458197488184,0.4054256733834391
0.4034169877020912,-8.481870005412725,0.07825659619354121,0.39774088226901166,0.002174747554505311,0.30714274331863317,0.576090887275368,223123.0597103768,0.51715837896866,80.40658781662641,-0.33036802541184784,0.06584835134344241,0.32637218632619014,0.39434610547675186
0.6418951518957331,-12.79898196390603,0.134869944142153,0.37939595498738476,0.06687460090081795,0.17658697119104577,0.6774390494434183,332099.0783745646,0.11252440362522745,104.9380667495824,-0.21799634922924815,0.15249273775313205,0.5812861708594841,0.3082326058384235
0.5036186236255245,-1.357,0.14625610792792582,0.3879681896299097,0.07613848028760545,0.07304132577139939,0.8677394537149401,278584.34020526154,0.44423809616193316,140.83750592845877,0.09535765225337045,0.19985406209306303,0.32713573408947383,0.29858813626400355
0.6715183152389499,-5.483534912177633,0.025251359849155025,0.38027394472545323,1.07e-06,0.0842993714513528,0.7700048884751892,131003.83836985013,0.8467304297773873,149.97544654642596,-0.17715119158921677,0.1285815463561525,0.5270689119628136,0.5339751270858354
0.4492351563833935,-5.028720099804214,0.0235,0.18258501633595084,1.07e-06,0.18050176577282975,0.4959390167037551,263810.5003910129,0.6814981593754968,140.9236739817266,0.018994446936211117,0.14823756225415408,0.25030184074156625,0.33182833412183543
